full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,sub_area,area_m,green_zone_part,indust_part,preschool,school,healthcare,shopping,office,radiation,detention,young,work,elder,0_6_age,7_14_age,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,mkad_km,kremlin_km,green_part_1000,prom_part_1000,office_count_1000,trc_count_1000,leisure_count_1000,price_doc
53,32.0,4.0,14.0,panel,1996.0,2.0,9.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,3.067798215,2.085774671,22.81300886,1.901084072,3.2378566889999996,14.259167000000001,32.0,0.0,0,4,0,7700000
76,41.0,8.0,16.0,mass concrete,2006.0,2.0,11.0,Mozhajskoe,16861532.79,0.069670879,0.130617806,6,6,1,9,9,yes,no,20725,82808,28816,9005,10418,7.296029261,4.70352552,55.3899048,4.6158254,0.093325696,14.65126521,4.94,0.0,4,1,1,15500000
41,21.0,5.0,12.0,panel,1974.0,1.0,8.0,Orehovo-Borisovo Severnoe,7462269.562999999,0.38709985399999997,0.007720281999999999,6,6,0,4,2,no,no,10079,83861,35267,4669,4788,1.488566487,0.43842851899999996,5.261142223,0.43842851899999996,2.981482974,15.95490109,26.49,0.13,0,0,0,6900000
45,30.0,2.0,5.0,panel,1960.0,2.0,5.0,Danilovskoe,12495435.25,0.027650987999999998,0.341071945,5,9,3,11,48,no,no,12370,54478,24252,5947,5664,3.0196976039999996,1.794140592,18.76922429,1.564102024,10.94509621,3.921425922,0.99,5.62,16,0,1,7250000
60,30.0,15.0,24.0,panel,2005.0,2.0,11.0,Akademicheskoe,5704502.19,0.043127100999999994,0.151346216,6,6,4,1,10,yes,no,12074,68518,25853,5506,5889,1.953524764,1.392169875,16.706038500000002,1.392169875,9.942686033,6.614906502,4.89,15.56,2,1,0,13500000
44,23.0,1.0,9.0,brick,2008.0,1.0,11.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,8.419890566,8.538288198,90.17182220000001,7.514318517,7.530632615,23.15788003,34.95,26.75,0,0,0,5000000
35,20.0,5.0,12.0,breezeblock,1969.0,1.0,9.0,Novogireevo,4395332.782,0.063755213,0.038692987000000005,4,4,2,5,1,yes,no,13523,56908,24130,6120,6533,1.104176202,0.670695475,8.048345695,0.670695475,2.094432093,11.64239227,2.4,5.41,0,5,4,6400000
44,28.0,2.0,5.0,panel,1967.0,2.0,5.0,Golovinskoe,8841267.454,0.127511955,0.307466659,4,6,2,5,9,no,no,10346,63495,27005,4566,5048,4.27163115,2.712734088,31.11536862,2.592947385,3.970359596,12.99471811,10.56,4.82,2,0,0,4235000
30,20.0,2.0,9.0,brick,1967.0,1.0,5.0,Sokol'niki,10320473.23,0.523439075,0.042307270999999994,5,5,3,6,9,no,yes,5682,35003,16720,2459,2810,3.032663798,1.8464486919999998,22.1573843,1.8464486919999998,8.369577029,6.711127697,26.91,1.3,5,2,2,6400000
89,48.0,12.0,25.0,brick,2012.0,2.0,14.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,9.817699778,9.30727972,99.39972047,8.283310039,7.148286099999999,22.876491,62.54,5.57,0,0,0,4985156
57,41.0,8.0,9.0,brick,1963.0,3.0,6.0,Nagatino-Sadovniki,7750777.821,0.094680962,0.31392455199999997,4,6,2,10,11,yes,no,10168,46080,20036,4935,4625,2.366117929,1.7198610719999998,20.00914031,1.667428359,10.41022133,8.763000872000001,1.73,43.61,7,6,0,7970000
32,18.0,6.0,9.0,panel,1970.0,1.0,6.0,Chertanovo Central'noe,6879019.637999999,0.061476659,0.282797669,5,5,0,6,2,no,no,16719,68254,27248,7104,8667,1.988478531,1.0611623159999999,12.60764258,1.050636882,3.510758332,15.28094814,12.67,0.0,0,1,0,5500000
57,41.0,4.0,9.0,brick,1970.0,3.0,5.0,Taganskoe,8087656.379,0.048011029000000004,0.007658515,5,10,3,19,56,yes,no,14715,71253,30774,6694,7077,2.22490508,1.521194401,17.58340382,1.465283651,9.870677485,4.098958361,2.44,13.36,5,2,1,9800000
35,20.0,12.0,9.0,breezeblock,1969.0,1.0,9.0,Caricyno,8287309.438999999,0.07111974900000001,0.265088676,4,5,3,2,0,yes,no,11908,84387,29059,5797,5288,3.943572772,2.682654879,32.19185854,2.682654879,5.0351133710000004,14.58496077,13.83,17.58,0,0,0,5200000
85,53.0,2.0,14.0,panel,1994.0,4.0,8.0,Otradnoe,10053051.74,0.09627019699999999,0.300322518,4,4,1,9,6,yes,no,21400,112133,41985,9753,10311,3.135667298,1.8818266,20.34203089,1.6951692409999999,3.669895644,13.16873624,3.99,25.67,4,1,0,13800000
60,43.0,3.0,9.0,panel,1974.0,3.0,6.0,Dmitrovskoe,7126815.285,0.125881935,0.458174486,4,4,1,5,1,no,no,9604,61600,16509,4533,4439,4.336734619,2.542610604,26.836832899999997,2.236402741,2.609360566,14.72348392,16.31,11.67,3,5,0,7900000
44,29.0,6.0,9.0,panel,1970.0,2.0,6.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,2.547038236,1.402283942,16.82740731,1.402283942,0.504178806,13.24887813,4.49,1.31,0,1,0,7200000
62,36.0,1.0,5.0,brick,1956.0,2.0,7.0,Ochakovo-Matveevskoe,17526506.21,0.133372781,0.309479124,2,3,0,6,4,no,no,16098,78670,24075,7454,7715,4.704222346,3.161749093,38.64522094,3.220435078,3.100284005,11.38742175,17.53,3.42,0,0,0,8500000
37,18.0,6.0,17.0,panel,1989.0,1.0,8.0,Chertanovo Severnoe,6206098.885,0.12812331,0.089039719,5,5,0,11,5,no,no,13326,73503,25045,4720,7976,0.413708843,0.170593587,2.047123039,0.170593587,5.252526355,13.91236624,2.65,24.55,2,7,0,6800000
44,28.0,9.0,9.0,panel,1980.0,2.0,6.0,Dmitrovskoe,7126815.285,0.125881935,0.458174486,4,4,1,5,1,no,no,9604,61600,16509,4533,4439,5.986034206,4.108385226,49.30062271,4.108385226,1.4719851480000001,16.02654284,8.96,28.68,1,3,0,2000000
50,36.0,1.0,5.0,brick,1928.0,3.0,5.0,Rostokino,3497818.591,0.146940785,0.210473241,1,2,3,0,2,no,no,5074,22837,9591,2334,2398,1.874762099,1.2744774209999998,15.29372905,1.2744774209999998,6.613605972999999,9.253302232000001,15.93,16.23,3,0,0,1000000
64,30.0,24.0,24.0,panel,2007.0,1.0,11.0,Kosino-Uhtomskoe,14883622.34,0.024444186,0.158249043,4,5,1,0,0,yes,no,13954,49242,8935,7567,5731,2.696449968,1.7133601269999998,20.56032152,1.7133601269999998,3.691506656,17.57703742,34.51,0.0,0,0,0,1000000
44,27.0,5.0,5.0,brick,1966.0,2.0,5.0,Nagornoe,5293464.965,0.023464016,0.195781053,4,8,3,2,6,no,no,10600,49882,17396,4713,5212,1.6127956140000002,1.197352371,14.295040700000001,1.1912533920000001,10.09114799,8.931920622,4.14,31.04,8,6,1,6050000
58,38.0,9.0,9.0,panel,1971.0,3.0,5.0,Pokrovskoe Streshnevo,13089795.79,0.183968555,0.150817539,2,4,4,5,4,yes,no,6931,33149,13706,3051,3433,1.989502396,1.475533056,17.70639667,1.475533056,3.434672197,12.98368443,4.3,9.54,2,2,0,8100000
45,30.0,5.0,5.0,panel,1962.0,2.0,5.0,Preobrazhenskoe,5586342.585,0.086219843,0.040242764,2,3,3,1,11,no,no,7385,51951,24166,3381,3478,0.9650417809999999,0.583953574,7.0074428829999995,0.583953574,7.222913406,7.91727855,4.08,0.51,4,0,0,6900000
38,20.0,10.0,12.0,panel,1985.0,1.0,8.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,1.689511002,1.157154924,13.88585909,1.157154924,4.3249082219999995,9.403666361,8.68,22.58,5,1,0,1000000
44,28.0,2.0,5.0,breezeblock,1960.0,2.0,5.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,5.534118877,3.993966192,34.64116176,2.88676348,5.798470287000001,9.676725019,10.35,0.0,3,2,0,7000000
42,23.0,7.0,14.0,breezeblock,1970.0,2.0,6.0,Severnoe Medvedkovo,5725729.259,0.141280723,0.175054867,4,4,1,0,3,yes,no,19487,77062,26324,8132,10055,2.6193095509999997,1.710874445,20.53049334,1.710874445,1.648710846,14.21817201,20.29,11.74,0,0,0,7500000
51,31.0,1.0,4.0,brick,1958.0,2.0,8.0,Vojkovskoe,5333221.259,0.074076708,0.16909109,6,8,2,5,10,no,yes,8240,38266,18425,3905,3856,1.756080591,1.2707733940000001,14.88080346,1.240066955,5.910850087999999,11.47033085,20.43,19.04,6,5,0,1000000
45,28.0,4.0,5.0,panel,1965.0,2.0,5.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,3.211623354,2.071333781,24.85600537,2.071333781,4.856559403,8.879183467999999,9.55,17.31,4,1,0,6250000
62,37.0,14.0,14.0,panel,1989.0,3.0,8.0,Novo-Peredelkino,8591335.051,0.058543047,0.025609157,7,7,3,1,0,no,no,12244,81271,17508,6354,5261,2.377872818,1.3724766419999999,16.2444546,1.35370455,6.226041499,20.9589359,13.2,2.21,0,1,0,8650000
72,48.0,8.0,9.0,brick,1960.0,3.0,7.0,Lomonosovskoe,3326418.7410000004,0.051880656,0.0,5,7,1,1,4,no,no,10333,49242,24269,4688,5027,4.237383764,2.416954209,21.86854553,1.822378794,6.787905858999999,8.856147359,5.2,0.0,3,2,0,18000000
58,32.0,6.0,17.0,panel,2012.0,2.0,10.0,Vostochnoe Izmajlovo,3799999.352,0.232655892,0.14966637300000002,2,3,4,1,2,yes,no,10530,48790,16988,5096,4789,1.392330866,0.796194183,9.554330198999999,0.796194183,1.774506973,12.7764868,29.18,4.79,2,2,0,10200000
73,43.0,8.0,23.0,panel,1984.0,3.0,10.0,Prospekt Vernadskogo,4695913.353999999,0.260459642,0.0,5,5,1,2,5,no,no,7029,41554,12456,3201,3374,3.119811,2.104670702,25.25604843,2.104670702,3.7822838780000003,11.2084912,20.95,0.0,3,1,0,15400000
47,30.0,4.0,12.0,panel,1973.0,2.0,6.0,Mozhajskoe,16861532.79,0.069670879,0.130617806,6,6,1,9,9,yes,no,20725,82808,28816,9005,10418,6.063518207,4.193834797,55.97235806,4.664363172,0.19328082600000002,14.57644998,4.94,8.87,2,0,0,6600000
58,30.0,1.0,9.0,brick,1981.0,2.0,9.0,Bogorodskoe,8659075.461000001,0.41686645200000005,0.069660344,7,9,1,2,4,yes,no,13897,59366,31147,7103,6119,2.23099544,1.598236866,19.17884239,1.598236866,6.334106612999999,8.745711747,4.5,2.67,0,0,0,7900000
42,28.0,9.0,9.0,brick,1965.0,2.0,4.0,Juzhnoportovoe,4579593.033,0.040431201,0.21843974,2,2,4,7,6,no,no,9458,44334,17923,4407,4472,2.005925825,1.3584560669999999,12.81966322,1.068305268,9.691018795,6.243262499,21.9,5.83,1,3,0,6400000
60,41.0,6.0,9.0,panel,1976.0,3.0,6.0,Cheremushki,5467178.308999999,0.055779365,0.1363303,4,5,3,6,10,yes,no,12524,65782,24312,5628,6141,4.791490714,2.638450435,31.66140522,2.638450435,7.263219273,9.909936055,6.54,0.55,2,3,0,9400000
54,32.0,9.0,14.0,panel,1996.0,2.0,9.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,3.1534873780000003,2.108625115,25.30350138,2.108625115,3.324781427,14.18316634,30.9,0.0,0,4,0,1000000
38,19.0,13.0,16.0,breezeblock,1978.0,1.0,10.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,3.605375693,2.052013789,27.88545137,2.323787614,0.732087968,14.61126592,2.08,4.33,1,2,0,5300000
84,45.0,20.0,22.0,panel,2003.0,3.0,10.0,Vostochnoe Degunino,3875439.354,0.100505636,0.219006007,4,4,1,4,3,no,no,13938,59008,21618,6222,6746,1.280782205,0.8036405040000001,9.643686048,0.8036405040000001,5.711096857999999,11.85139434,6.88,49.61,4,2,0,12600000
77,46.0,13.0,17.0,panel,1986.0,3.0,10.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,4.544742898,3.075360555,29.10637741,2.425531451,0.563117557,14.87164597,2.3,2.12,1,2,0,2000000
37,19.0,6.0,14.0,panel,2006.0,1.0,7.0,Kosino-Uhtomskoe,14883622.34,0.024444186,0.158249043,4,5,1,0,0,yes,no,13954,49242,8935,7567,5731,1.5642136830000002,0.89605556,10.75266672,0.89605556,3.5091764989999996,17.5647926,0.0,7.83,0,0,0,5500000
41,20.0,4.0,12.0,panel,1990.0,1.0,8.0,Pokrovskoe Streshnevo,13089795.79,0.183968555,0.150817539,2,4,4,5,4,yes,no,6931,33149,13706,3051,3433,2.503580355,1.554539133,18.654469600000002,1.554539133,3.681806726,12.79902725,9.84,6.59,3,3,0,7300000
70,39.0,6.0,40.0,mass concrete,2012.0,2.0,4.0,Sokol,3496889.653,0.067926965,0.174739084,4,6,0,3,9,no,no,6807,36496,13804,2982,3379,3.57413165,1.6704552959999999,19.95354469,1.662795391,7.677884915,9.031685057,2.75,21.87,12,4,0,8070000
82,46.0,6.0,9.0,mass concrete,2003.0,3.0,10.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,3.902201442,2.43852593,29.51414144,2.4595117859999998,2.654815843,18.53985878,11.87,7.62,0,0,0,12500000
32,18.0,7.0,9.0,panel,1971.0,1.0,6.0,Chertanovo Juzhnoe,9282438.657,0.153279465,0.127375905,6,7,3,9,3,no,no,17830,93309,32522,8356,8429,1.393533125,0.9954166059999999,11.94499927,0.9954166059999999,2.830542711,16.38254719,8.23,4.97,2,7,0,5400000
63,43.0,1.0,12.0,panel,1972.0,3.0,7.0,Chertanovo Severnoe,6206098.885,0.12812331,0.089039719,5,5,0,11,5,no,no,13326,73503,25045,4720,7976,2.674092466,1.092213087,13.10655705,1.092213087,6.220942087,12.96798164,8.17,14.77,2,4,0,4500000
77,39.0,16.0,18.0,mass concrete plus brick,2004.0,2.0,17.0,Kurkino,7792845.494,0.528252203,0.0,4,4,0,4,0,no,no,5515,13143,2497,2539,2733,10.98109389,7.248862215,85.17083517,7.097569598,4.029872163,22.04262656,21.26,0.0,0,1,0,14700000
39,20.0,1.0,12.0,panel,1980.0,1.0,8.0,Kuncevo,52351766.54,0.070662054,0.035145267,7,8,0,3,3,yes,no,19784,85551,37127,9347,9292,2.9362157160000004,1.7644548,21.1734576,1.7644548,2.579793001,12.27304544,2.11,0.28,2,1,0,6000000
78,46.0,4.0,16.0,panel,1976.0,3.0,10.0,Otradnoe,10053051.74,0.09627019699999999,0.300322518,4,4,1,9,6,yes,no,21400,112133,41985,9753,10311,2.052237688,1.221210909,11.11338403,0.926115336,6.22567837,10.72907938,11.27,36.58,9,3,0,12150000
46,19.0,18.0,24.0,panel,2007.0,1.0,10.0,Kosino-Uhtomskoe,14883622.34,0.024444186,0.158249043,4,5,1,0,0,yes,no,13954,49242,8935,7567,5731,3.0373460339999996,1.804265751,21.65118901,1.804265751,4.042060188,17.91726652,30.63,0.0,0,0,0,6050000
37,25.0,5.0,8.0,breezeblock,1961.0,2.0,5.0,Nagornoe,5293464.965,0.023464016,0.195781053,4,8,3,2,6,no,no,10600,49882,17396,4713,5212,1.553571726,1.133851923,9.227857582999999,0.768988132,9.409465263,9.552497284,5.37,12.58,2,2,2,7700000
69,33.0,5.0,33.0,mass concrete,2011.0,2.0,13.0,Nagatino-Sadovniki,7750777.821,0.094680962,0.31392455199999997,4,6,2,10,11,yes,no,10168,46080,20036,4935,4625,1.8798221730000002,1.271483317,14.99169532,1.249307943,11.21862938,7.96560384,3.59,54.35,6,5,0,8765000
58,43.0,9.0,9.0,brick,1967.0,3.0,5.0,Savelovskoe,2641243.496,0.015899966,0.051942062000000004,2,2,2,0,7,no,no,8583,35405,14007,4119,4017,2.256578084,1.198877089,19.14291441,1.5952428680000001,11.43502244,5.3217227760000005,11.25,4.27,5,1,0,11800000
38,19.0,11.0,17.0,panel,1989.0,1.0,8.0,Novo-Peredelkino,8591335.051,0.058543047,0.025609157,7,7,3,1,0,no,no,12244,81271,17508,6354,5261,3.56846412,2.683573308,7.215286256000001,0.601273855,6.01556837,20.80555424,26.84,3.97,0,1,0,6000000
37,19.0,9.0,12.0,panel,1998.0,1.0,8.0,Filevskij Park,9629358.472000001,0.34375398799999995,0.23861713,5,5,3,6,6,yes,no,8294,65115,16058,3903,3889,1.922025204,1.4341327119999998,17.20959254,1.4341327119999998,7.2206226,7.36081243,31.9,2.9,6,3,1,7600000
53,30.0,7.0,14.0,panel,1988.0,2.0,8.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,1.874160045,1.048769678,11.97077904,0.99756492,4.328038653,13.53230857,26.61,0.0,0,3,0,3000000
43,27.0,3.0,5.0,brick,1965.0,2.0,5.0,Nagornoe,5293464.965,0.023464016,0.195781053,4,8,3,2,6,no,no,10600,49882,17396,4713,5212,1.061612658,0.711208842,8.461318357,0.705109863,9.838431985,8.921237964,17.48,23.08,5,2,1,7300000
37,19.0,4.0,14.0,breezeblock,1973.0,1.0,9.0,Horoshevo-Mnevniki,18036436.51,0.232080423,0.111627393,4,5,2,3,8,yes,yes,24814,100601,41388,10955,12238,2.883059367,1.594161989,18.80838572,1.567365476,6.174481609,9.257501924,9.69,16.59,2,2,1,7200000
37,24.0,7.0,9.0,brick,1972.0,2.0,6.0,Izmajlovo,15045565.2,0.637398943,0.006076152,4,6,6,6,0,yes,no,10988,65499,26341,4992,5285,1.386134275,0.8119625340000001,9.743550406,0.8119625340000001,3.156213961,11.58481523,9.92,2.03,0,2,0,3000000
51,30.0,17.0,17.0,panel,2011.0,2.0,9.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,8.615936214,8.792669246,93.22439478,7.768699565,7.229472965,22.911216,54.02,11.44,0,0,0,3439669
58,32.0,9.0,14.0,brick,1977.0,2.0,9.0,Lomonosovskoe,3326418.7410000004,0.051880656,0.0,5,7,1,1,4,no,no,10333,49242,24269,4688,5027,3.00188673,1.614496266,17.39087432,1.4492395269999998,6.1300026889999994,9.64480942,18.71,0.88,1,1,0,14400000
46,30.0,11.0,12.0,panel,1980.0,2.0,6.0,Strogino,16751119.46,0.338150977,0.041124634,8,9,1,10,5,no,yes,20003,97920,37504,9254,9515,2.394977969,1.6009741919999998,17.01970716,1.41830893,0.63087133,14.79841501,5.63,7.38,4,3,0,8150000
53,30.0,11.0,16.0,panel,1980.0,2.0,8.0,Lianozovo,5646405.14,0.258663383,0.101872465,5,5,3,3,3,yes,no,10019,51295,18262,4857,4583,1.439178384,1.087441267,13.42519845,1.118766537,1.348606131,16.18407412,29.2,5.37,2,0,0,9000000
33,17.0,8.0,12.0,panel,1967.0,1.0,9.0,Sokolinaja Gora,7905261.321,0.014925117,0.319809354,4,4,5,8,16,yes,no,9647,55337,20972,4257,4756,2.073720237,1.270677445,14.07048214,1.172540179,7.300846269,7.053014134,3.54,30.94,4,1,0,3000000
37,18.0,10.0,17.0,panel,1985.0,1.0,8.0,Krylatskoe,12164477.11,0.297166335,0.0,7,7,2,6,4,no,yes,10175,48620,19712,4611,5067,1.4906097740000002,0.9181576859999999,11.01789224,0.9181576859999999,2.8461113910000004,12.41366855,23.35,0.0,0,4,0,9450000
75,43.0,7.0,22.0,panel,1984.0,3.0,9.0,Bibirevo,6407578.1,0.189727117,6.99893e-05,5,5,1,16,1,no,no,21154,98207,36211,9576,10309,0.94612032,0.35255769600000003,4.230692348,0.35255769600000003,1.533019835,15.58773775,14.5,7.28,3,6,0,11200000
44,27.0,2.0,9.0,brick,1969.0,2.0,5.0,Tekstil'shhiki,4808269.831,0.112559644,0.118537385,4,7,1,0,1,yes,no,13028,63388,25292,5879,6207,2.109660884,1.270173031,15.24207637,1.270173031,5.295205783,9.730459377999999,24.72,0.0,0,0,0,6450000
42,17.0,18.0,24.0,panel,2004.0,1.0,10.0,Birjulevo Vostochnoe,14795571.25,0.308056827,0.050900058,6,6,2,3,1,yes,no,21130,93008,30950,9223,10621,7.079141742999999,8.623001412,74.24817463,6.187347885,0.446174513,19.03937522,20.89,0.0,0,1,1,2000000
70,39.0,6.0,40.0,mass concrete,2012.0,2.0,4.0,Sokol,3496889.653,0.067926965,0.174739084,4,6,0,3,9,no,no,6807,36496,13804,2982,3379,3.57413165,1.6704552959999999,19.95354469,1.662795391,7.677884915,9.031685057,2.75,21.87,12,4,0,8070000
60,33.0,13.0,15.0,brick,1988.0,2.0,10.0,Kotlovka,3998216.265,0.25871247199999997,0.014423113999999999,1,1,0,3,4,no,no,8284,41476,14557,3977,3806,1.855164201,1.27897789,15.15264021,1.2627200170000001,9.951977438,7.8109878010000005,13.95,16.4,3,1,1,11700000
38,18.0,12.0,14.0,panel,2011.0,1.0,7.0,Ochakovo-Matveevskoe,17526506.21,0.133372781,0.309479124,2,3,0,6,4,no,no,16098,78670,24075,7454,7715,3.74235936,2.653846253,36.87479134,3.072899278,3.28069681,11.23746384,25.27,0.29,1,0,0,4300000
38,19.0,12.0,16.0,panel,1977.0,1.0,9.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,2.304778933,1.7740700409999999,21.28884049,1.7740700409999999,0.209673919,13.55018556,3.51,2.38,0,0,0,5400000
39,23.0,9.0,12.0,breezeblock,1967.0,2.0,6.0,Novogireevo,4395332.782,0.063755213,0.038692987000000005,4,4,2,5,1,yes,no,13523,56908,24130,6120,6533,0.965551842,0.669075161,8.028901937,0.669075161,2.132041117,11.60171714,4.79,5.41,0,5,4,6950000
58,38.0,7.0,9.0,panel,1975.0,3.0,5.0,Otradnoe,10053051.74,0.09627019699999999,0.300322518,4,4,1,9,6,yes,no,21400,112133,41985,9753,10311,2.758080942,1.5599477919999998,17.72390243,1.4769918690000001,3.5482623810000002,12.97187876,4.79,12.98,3,3,0,8600000
44,28.0,2.0,9.0,panel,1969.0,2.0,6.0,Vyhino-Zhulebino,15094874.77,0.300284261,0.033493708,10,11,3,8,1,yes,no,22341,140182,57086,10167,10573,2.849714895,1.89777719,22.77332627,1.89777719,0.468488599,13.63370217,5.5,7.62,0,3,1,6050000
29,18.0,1.0,5.0,brick,1963.0,1.0,5.0,Ljublino,17881913.61,0.260652636,0.13321533300000002,10,13,3,4,3,yes,yes,23651,107626,34450,10809,11395,1.9609146569999998,1.223949532,14.68739438,1.223949532,4.625889464,11.09432031,30.04,0.0,0,1,0,4900000
32,18.0,2.0,9.0,panel,1979.0,1.0,5.0,Strogino,16751119.46,0.338150977,0.041124634,8,9,1,10,5,no,yes,20003,97920,37504,9254,9515,3.242930691,1.362979531,13.80483093,1.150402578,1.293946383,14.27699351,27.08,0.0,1,3,0,6100000
41,20.0,4.0,12.0,panel,1995.0,1.0,8.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,2.6569881580000003,1.625887006,17.88392802,1.490327335,3.709668244,13.78469411,23.43,0.0,0,5,0,6600000
41,21.0,9.0,14.0,panel,1993.0,1.0,8.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,1.9369691930000001,0.931361929,10.56188606,0.8801571709999999,4.137441367,13.64923275,24.17,0.0,0,3,0,6600000
58,44.0,7.0,9.0,panel,1972.0,3.0,5.0,Rjazanskij,6377883.078,0.017855768,0.333891544,6,6,0,0,1,no,no,12842,62215,26925,5408,6564,2.669233227,1.118077479,13.56157285,1.1301310709999999,2.7535071739999997,11.36358577,2.64,7.78,0,0,1,8350000
59,44.0,9.0,9.0,panel,1974.0,3.0,6.0,Teplyj Stan,8392316.21,0.42639629700000004,0.002211665,5,6,1,5,3,yes,no,15541,76776,38079,6980,7614,3.6439664869999997,2.9968988530000003,22.39901844,1.86658487,0.502640325,15.47652995,41.82,0.0,3,2,0,3000000
76,45.0,14.0,17.0,panel,1986.0,3.0,10.0,Solncevo,11324091.93,0.083809588,0.371148999,5,5,2,5,1,no,no,16287,75334,22276,8340,7065,1.147011635,0.661527574,7.9383308910000006,0.661527574,2.932095467,17.81585849,11.39,40.08,0,1,1,9500000
43,19.0,13.0,16.0,panel,2004.0,1.0,8.0,Birjulevo Vostochnoe,14795571.25,0.308056827,0.050900058,6,6,2,3,1,yes,no,21130,93008,30950,9223,10621,7.599692195,5.599606577,66.03022276,5.502518563,1.7738255680000001,18.01772638,5.16,0.0,0,1,0,5550000
51,24.0,5.0,19.0,panel,2012.0,1.0,12.0,Izmajlovo,15045565.2,0.637398943,0.006076152,4,6,6,6,0,yes,no,10988,65499,26341,4992,5285,3.901695202,2.0332195669999997,24.39863481,2.0332195669999997,4.912874338,9.296151673999999,100.0,0.0,0,0,0,3700000
31,17.0,3.0,5.0,brick,1962.0,1.0,5.0,Kuncevo,52351766.54,0.070662054,0.035145267,7,8,0,3,3,yes,no,19784,85551,37127,9347,9292,1.738392229,1.0424731520000001,12.50967782,1.0424731520000001,1.974872004,12.97554501,3.81,15.66,2,2,0,5550000
72,43.0,12.0,17.0,panel,1992.0,3.0,10.0,Juzhnoe Tushino,7887684.174,0.222646321,0.18878376600000002,3,4,0,1,4,no,no,12906,65729,25799,5989,6137,3.232668999,2.4168060909999998,33.69486277,2.8079052310000003,0.45402581200000003,16.18492046,23.13,32.01,4,2,0,10900000
49,29.0,2.0,12.0,panel,1976.0,2.0,9.0,Mar'ina Roshha,4684027.803,0.015525088999999999,0.212515361,1,1,3,7,16,no,no,7150,43472,15350,3518,3293,0.868893855,0.596288913,7.155466952,0.596288913,11.1903933,4.685705649,6.77,9.15,11,4,0,9600000
52,30.0,6.0,6.0,brick,1989.0,2.0,8.0,Severnoe Tushino,9249237.174,0.374067926,0.0,5,5,3,5,0,no,no,22961,93843,39573,10190,11319,2.1798729359999998,1.4221527330000001,17.065832800000003,1.4221527330000001,2.637140387,15.37759116,13.96,1.29,1,2,0,8950000
54,32.0,12.0,16.0,panel,1976.0,2.0,9.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,1.511323571,0.7932651390000001,9.331466984,0.7776222490000001,1.348386958,16.63072119,37.06,5.99,0,1,0,9000000
35,19.0,3.0,12.0,panel,1972.0,1.0,9.0,Vnukovo,15319902.35,0.051548925999999995,0.036270089,1,1,1,1,1,no,no,2981,13457,4602,1491,1318,6.183524729,5.104152916,61.249835,5.104152916,9.593910392,24.46394154,16.13,0.0,0,0,0,4100000
42,29.0,5.0,5.0,brick,1960.0,2.0,5.0,Babushkinskoe,4934147.223999999,0.11640032,0.122190486,3,3,1,3,2,no,yes,9734,52560,23912,4300,4724,2.653475621,1.798122657,19.83787929,1.653156607,3.821171072,12.30090638,7.94,3.68,0,0,0,6450000
